time,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,estrus
1,25.0,62.0,0.0,61.0,0.0,10.0,31.0,7.0,76.0,33.0,1.0,0.0,9.0,46.0,20.0,0.0,39.0,3.0,0.0,1.0,13.0,24.0,0.0,0.0,0.0,0.0,False
2,26.0,28.0,4.0,53.0,0.0,35.0,11.0,0.0,39.0,82.0,4.0,0.0,10.0,0.0,30.0,0.0,70.0,38.0,24.0,0.0,6.0,74.0,0.0,0.0,6.0,0.0,False
3,35.0,40.0,5.0,23.0,0.0,42.0,38.0,0.0,41.0,60.0,0.0,3.0,30.0,0.0,26.0,0.0,1.0,0.0,6.0,17.0,22.0,7.0,9.0,0.0,0.0,0.0,False
4,63.0,7.0,2.0,43.0,0.0,0.0,23.0,43.0,83.0,8.0,0.0,0.0,15.0,0.0,19.0,0.0,56.0,18.0,14.0,26.0,24.0,32.0,0.0,0.0,0.0,0.0,False
5,0.0,0.0,0.0,38.0,3.0,0.0,21.0,0.0,30.0,0.0,0.0,10.0,17.0,7.0,46.0,0.0,101.0,55.0,68.0,21.0,0.0,57.0,0.0,0.0,0.0,0.0,False
6,0.0,46.0,0.0,81.0,0.0,0.0,27.0,1.0,39.0,53.0,0.0,9.0,0.0,50.0,38.0,0.0,30.0,3.0,9.0,16.0,8.0,35.0,4.0,0.0,0.0,0.0,False
7,0.0,0.0,0.0,40.0,0.0,37.0,35.0,16.0,9.0,40.0,0.0,13.0,16.0,65.0,68.0,4.0,0.0,12.0,0.0,54.0,0.0,47.0,0.0,0.0,0.0,0.0,False
8,0.0,51.0,0.0,26.0,0.0,14.0,32.0,13.0,0.0,22.0,0.0,62.0,22.0,19.0,3.0,0.0,0.0,73.0,45.0,57.0,0.0,58.0,3.0,0.0,0.0,8.0,False
9,0.0,11.0,0.0,38.0,0.0,1.0,58.0,44.0,0.0,85.0,2.0,74.0,2.0,42.0,0.0,0.0,4.0,82.0,0.0,65.0,0.0,59.0,2.0,0.0,0.0,26.0,False
10,31.0,66.0,22.0,26.0,2.0,50.0,38.0,90.0,21.0,85.0,4.0,21.0,25.0,0.0,7.0,0.0,0.0,99.0,24.0,105.0,0.0,76.0,0.0,0.0,7.0,0.0,False
11,0.0,61.0,16.0,24.0,0.0,1.0,70.0,65.0,18.0,49.0,14.0,30.0,27.0,11.0,28.0,23.0,0.0,7.0,7.0,88.0,49.0,62.0,1.0,0.0,0.0,0.0,False
12,43.0,53.0,0.0,21.0,0.0,13.0,49.0,0.0,34.0,0.0,0.0,55.0,57.0,25.0,31.0,0.0,15.0,104.0,43.0,84.0,23.0,35.0,9.0,0.0,8.0,0.0,False
13,20.0,40.0,0.0,35.0,0.0,0.0,47.0,3.0,31.0,39.0,0.0,50.0,51.0,38.0,60.0,0.0,0.0,81.0,43.0,91.0,11.0,6.0,5.0,0.0,0.0,0.0,False
14,0.0,30.0,4.0,51.0,3.0,5.0,25.0,0.0,38.0,83.0,0.0,40.0,54.0,2.0,33.0,0.0,0.0,36.0,97.0,99.0,7.0,20.0,0.0,0.0,0.0,0.0,False
15,25.0,70.0,0.0,55.0,2.0,10.0,53.0,46.0,29.0,79.0,0.0,55.0,28.0,2.0,0.0,0.0,6.0,71.0,63.0,90.0,77.0,58.0,0.0,31.0,0.0,41.0,False
16,53.0,30.0,6.0,35.0,16.0,43.0,51.0,26.0,0.0,85.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,38.0,37.0,46.0,53.0,13.0,5.0,42.0,0.0,0.0,False
17,37.0,70.0,0.0,67.0,54.0,50.0,46.0,82.0,0.0,84.0,0.0,0.0,47.0,83.0,0.0,0.0,0.0,68.0,102.0,37.0,51.0,13.0,0.0,59.0,0.0,25.0,False
18,45.0,72.0,3.0,49.0,17.0,76.0,36.0,49.0,0.0,98.0,0.0,0.0,46.0,39.0,0.0,6.0,0.0,73.0,48.0,97.0,50.0,56.0,8.0,25.0,0.0,11.0,False
19,45.0,60.0,7.0,34.0,6.0,29.0,29.0,23.0,0.0,67.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,84.0,24.0,76.0,16.0,43.0,57.0,0.0,0.0,4.0,False
20,59.0,62.0,6.0,63.0,25.0,27.0,17.0,10.0,4.0,71.0,0.0,18.0,31.0,0.0,0.0,37.0,0.0,99.0,1.0,115.0,39.0,29.0,10.0,0.0,0.0,11.0,False
21,32.0,39.0,4.0,50.0,0.0,23.0,42.0,49.0,0.0,67.0,0.0,25.0,9.0,0.0,0.0,48.0,0.0,78.0,20.0,67.0,29.0,58.0,25.0,9.0,0.0,93.0,False
22,42.0,79.0,0.0,48.0,0.0,21.0,48.0,12.0,0.0,86.0,0.0,13.0,4.0,0.0,0.0,47.0,33.0,55.0,23.0,15.0,42.0,53.0,3.0,38.0,0.0,85.0,False
23,44.0,62.0,0.0,71.0,13.0,2.0,50.0,62.0,0.0,40.0,0.0,13.0,25.0,0.0,5.0,42.0,0.0,10.0,80.0,28.0,67.0,34.0,38.0,81.0,0.0,89.0,False
24,40.0,47.0,0.0,28.0,18.0,55.0,75.0,36.0,0.0,22.0,0.0,13.0,0.0,6.0,0.0,16.0,0.0,107.0,63.0,6.0,49.0,54.0,27.0,28.0,0.0,101.0,False
25,43.0,69.0,0.0,30.0,15.0,26.0,39.0,36.0,1.0,0.0,0.0,0.0,33.0,0.0,0.0,45.0,0.0,83.0,53.0,45.0,28.0,20.0,49.0,5.0,7.0,51.0,False
26,54.0,60.0,0.0,5.0,30.0,69.0,45.0,26.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,16.0,0.0,76.0,42.0,43.0,30.0,19.0,111.0,18.0,0.0,84.0,False
27,28.0,0.0,0.0,31.0,37.0,51.0,37.0,10.0,39.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,68.0,0.0,0.0,57.0,74.0,7.0,69.0,41.0,False
28,54.0,2.0,0.0,36.0,4.0,48.0,65.0,0.0,12.0,24.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,31.0,67.0,0.0,25.0,47.0,93.0,0.0,23.0,107.0,False
29,35.0,50.0,0.0,0.0,55.0,61.0,45.0,0.0,0.0,21.0,33.0,0.0,1.0,0.0,9.0,0.0,71.0,47.0,20.0,0.0,40.0,8.0,53.0,22.0,15.0,73.0,False
30,23.0,54.0,0.0,0.0,65.0,35.0,20.0,0.0,0.0,19.0,46.0,0.0,6.0,11.0,0.0,0.0,15.0,98.0,9.0,1.0,103.0,43.0,67.0,90.0,0.0,21.0,False
31,29.0,18.0,0.0,43.0,37.0,47.0,5.0,11.0,0.0,7.0,6.0,0.0,2.0,1.0,0.0,0.0,19.0,54.0,0.0,0.0,75.0,41.0,54.0,37.0,16.0,5.0,False
32,50.0,31.0,0.0,48.0,84.0,44.0,18.0,21.0,0.0,18.0,21.0,0.0,3.0,2.0,0.0,0.0,4.0,101.0,0.0,0.0,20.0,12.0,6.0,59.0,10.0,16.0,False
33,44.0,33.0,11.0,47.0,53.0,54.0,0.0,81.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,47.0,0.0,0.0,53.0,5.0,4.0,18.0,38.0,29.0,False
34,80.0,80.0,44.0,47.0,52.0,21.0,0.0,46.0,14.0,13.0,54.0,0.0,0.0,9.0,0.0,0.0,13.0,38.0,0.0,0.0,0.0,2.0,59.0,0.0,71.0,73.0,False
35,30.0,52.0,4.0,7.0,72.0,15.0,17.0,64.0,0.0,3.0,19.0,0.0,0.0,30.0,0.0,0.0,41.0,27.0,0.0,0.0,15.0,10.0,15.0,0.0,0.0,38.0,False
36,37.0,41.0,1.0,25.0,72.0,35.0,15.0,62.0,31.0,12.0,10.0,0.0,55.0,42.0,0.0,5.0,8.0,113.0,0.0,0.0,26.0,0.0,14.0,0.0,57.0,64.0,False
37,73.0,73.0,0.0,46.0,49.0,36.0,42.0,93.0,51.0,20.0,2.0,9.0,11.0,2.0,3.0,0.0,0.0,71.0,0.0,0.0,7.0,0.0,8.0,0.0,4.0,51.0,False
38,44.0,29.0,0.0,46.0,80.0,35.0,37.0,33.0,39.0,0.0,32.0,0.0,28.0,0.0,19.0,0.0,24.0,101.0,0.0,4.0,3.0,0.0,26.0,0.0,33.0,0.0,False
39,52.0,56.0,0.0,57.0,76.0,62.0,47.0,19.0,43.0,0.0,13.0,19.0,10.0,8.0,48.0,0.0,44.0,74.0,0.0,0.0,31.0,0.0,0.0,57.0,55.0,28.0,False
40,89.0,43.0,0.0,63.0,84.0,8.0,55.0,88.0,0.0,16.0,17.0,11.0,42.0,12.0,20.0,0.0,159.0,59.0,0.0,0.0,69.0,0.0,0.0,12.0,39.0,10.0,False
41,34.0,32.0,18.0,15.0,63.0,50.0,33.0,68.0,0.0,69.0,21.0,28.0,11.0,10.0,89.0,24.0,62.0,73.0,0.0,0.0,52.0,0.0,0.0,0.0,23.0,27.0,False
42,28.0,24.0,24.0,43.0,58.0,49.0,71.0,43.0,0.0,66.0,51.0,29.0,6.0,37.0,84.0,33.0,22.0,68.0,0.0,0.0,43.0,0.0,0.0,54.0,77.0,83.0,False
43,35.0,85.0,30.0,53.0,63.0,10.0,29.0,31.0,19.0,75.0,27.0,27.0,0.0,0.0,13.0,16.0,3.0,60.0,5.0,3.0,30.0,0.0,0.0,79.0,47.0,53.0,False
44,30.0,33.0,30.0,61.0,53.0,1.0,32.0,14.0,67.0,32.0,84.0,2.0,8.0,2.0,67.0,20.0,17.0,60.0,12.0,0.0,91.0,0.0,0.0,85.0,63.0,53.0,False
45,48.0,60.0,40.0,37.0,33.0,31.0,45.0,0.0,57.0,60.0,61.0,1.0,53.0,67.0,13.0,7.0,22.0,47.0,0.0,0.0,62.0,0.0,30.0,120.0,45.0,68.0,False
46,21.0,42.0,7.0,42.0,49.0,7.0,37.0,22.0,95.0,85.0,28.0,0.0,1.0,65.0,16.0,0.0,60.0,30.0,8.0,0.0,96.0,0.0,18.0,71.0,78.0,83.0,False
47,12.0,0.0,0.0,51.0,43.0,0.0,48.0,86.0,78.0,67.0,34.0,0.0,26.0,19.0,18.0,0.0,59.0,70.0,0.0,0.0,72.0,0.0,30.0,66.0,33.0,59.0,False
48,32.0,0.0,13.0,55.0,14.0,14.0,30.0,50.0,74.0,98.0,13.0,0.0,39.0,58.0,0.0,45.0,108.0,76.0,21.0,59.0,72.0,1.0,74.0,76.0,86.0,53.0,False
49,3.0,46.0,0.0,13.0,74.0,59.0,62.0,42.0,92.0,77.0,0.0,18.0,61.0,86.0,0.0,34.0,89.0,40.0,9.0,19.0,66.0,5.0,3.0,89.0,100.0,17.0,False
50,4.0,47.0,13.0,32.0,58.0,67.0,65.0,67.0,70.0,72.0,6.0,26.0,42.0,80.0,2.0,29.0,35.0,59.0,9.0,72.0,55.0,10.0,0.0,75.0,63.0,21.0,False
51,54.0,45.0,70.0,36.0,35.0,79.0,50.0,60.0,21.0,71.0,25.0,0.0,58.0,74.0,0.0,65.0,22.0,59.0,46.0,21.0,63.0,0.0,15.0,69.0,13.0,69.0,False
52,17.0,78.0,7.0,31.0,50.0,79.0,36.0,56.0,0.0,73.0,49.0,0.0,58.0,62.0,0.0,62.0,99.0,122.0,5.0,17.0,81.0,4.0,18.0,105.0,11.0,84.0,False
53,7.0,82.0,8.0,45.0,29.0,49.0,47.0,15.0,0.0,86.0,77.0,0.0,45.0,79.0,25.0,37.0,114.0,63.0,96.0,11.0,46.0,5.0,37.0,105.0,19.0,81.0,False
54,18.0,62.0,7.0,65.0,62.0,59.0,40.0,74.0,42.0,99.0,63.0,0.0,58.0,2.0,38.0,68.0,88.0,104.0,93.0,18.0,0.0,0.0,76.0,53.0,42.0,86.0,False
55,48.0,80.0,0.0,25.0,38.0,34.0,79.0,91.0,94.0,49.0,70.0,70.0,29.0,55.0,36.0,35.0,108.0,76.0,108.0,75.0,0.0,0.0,71.0,46.0,51.0,82.0,False
56,60.0,90.0,0.0,8.0,11.0,38.0,27.0,45.0,84.0,0.0,44.0,18.0,36.0,13.0,9.0,0.0,95.0,13.0,103.0,62.0,0.0,0.0,104.0,91.0,36.0,93.0,False
57,16.0,67.0,13.0,60.0,114.3688469,45.0,37.0,20.0,62.0,21.0,45.0,8.0,30.0,38.0,26.0,20.0,46.0,33.0,90.0,44.0,0.0,2.0,71.0,144.0,75.0,79.0,False
58,13.0,75.0,38.0,31.0,77.0,10.0,11.0,77.0,95.0,63.0,34.0,0.0,28.0,24.0,15.0,61.0,0.0,67.0,101.0,6.0,53.0,38.0,42.0,77.0,94.0,87.0,False
59,33.0,74.0,0.0,0.0,59.0,74.0,57.0,83.0,113.0,75.0,68.0,14.0,66.0,2.0,39.0,54.0,0.0,9.0,116.0,18.0,45.0,22.0,61.0,101.0,60.0,62.0,False
60,53.0,33.0,30.0,11.0,32.0,50.0,53.0,66.0,96.0,87.0,57.0,28.0,49.0,16.0,16.0,81.0,3.0,16.0,62.0,32.0,20.0,26.0,66.0,81.0,71.0,24.0,False
61,43.0,32.0,53.0,45.0,31.0,76.0,47.0,45.0,75.0,72.0,66.0,23.0,32.0,24.0,15.0,76.0,36.0,42.0,11.0,2.0,62.0,30.0,87.0,62.0,88.0,23.0,False
62,57.0,32.0,37.0,66.0,5.0,85.0,57.0,88.0,70.0,77.0,70.0,16.0,0.0,50.0,56.0,77.0,75.0,24.0,0.0,0.0,0.0,53.0,93.0,106.0,78.0,6.0,False
63,47.0,27.0,0.0,29.0,19.0,71.0,54.0,75.0,5.0,73.0,52.0,32.0,7.0,44.0,99.0,61.0,83.0,0.0,2.0,8.0,0.0,37.0,70.0,64.0,70.0,9.0,False
64,71.0,29.0,0.0,37.0,47.0,74.0,36.0,97.0,11.0,57.0,80.0,44.0,82.0,0.0,73.0,58.0,94.0,19.0,34.0,0.0,6.0,16.0,1.0,5.0,78.0,28.0,False
65,24.0,51.0,9.0,69.0,13.0,86.0,50.0,67.0,89.0,67.0,45.0,40.0,27.0,0.0,72.0,27.0,40.0,59.0,60.0,16.0,34.0,0.0,72.0,2.0,67.0,9.0,False
66,45.0,10.0,49.0,70.0,0.0,58.0,16.0,5.0,74.0,85.0,47.0,50.0,49.0,0.0,19.0,3.0,0.0,62.0,100.0,24.0,73.0,0.0,63.0,3.0,69.0,73.0,False
67,12.0,34.0,36.0,21.0,8.0,6.0,32.0,76.0,50.0,50.0,33.0,29.0,26.0,10.0,94.0,62.0,28.0,87.0,96.0,43.0,22.0,22.0,82.0,58.0,37.0,91.0,False
68,28.0,98.0,52.0,66.0,13.0,46.0,48.0,108.0,100.0,72.0,64.0,26.0,45.0,69.0,84.0,23.0,93.0,85.0,80.0,94.0,61.0,2.0,78.0,92.0,35.0,69.0,False
69,26.0,73.0,44.0,63.0,2.0,88.0,45.0,90.0,64.0,9.0,41.0,43.0,58.0,110.0,60.0,3.0,83.0,18.0,122.0,75.0,1.0,0.0,25.0,74.0,0.0,76.0,False
70,10.0,65.0,39.0,49.0,0.0,76.0,52.0,12.0,93.0,50.0,28.0,28.0,15.0,12.0,56.0,66.0,105.0,73.0,96.0,110.0,0.0,37.0,84.0,84.0,0.0,90.0,False
71,56.0,71.0,36.0,32.0,8.0,24.0,81.0,25.0,105.0,105.0,41.0,62.0,12.0,2.0,66.0,51.0,76.0,15.0,60.0,100.0,58.0,0.0,82.0,112.0,7.0,69.0,False
72,66.0,86.0,51.0,58.0,39.0,9.0,68.0,67.0,70.0,40.0,28.0,81.0,39.0,62.0,79.0,71.0,98.0,52.0,71.0,75.0,56.0,0.0,6.0,60.0,44.0,89.0,False
73,31.0,71.0,48.0,67.0,71.0,0.0,52.0,57.0,97.0,21.0,23.0,61.0,57.0,26.0,75.0,68.0,71.0,88.0,79.0,122.0,37.0,38.0,30.0,32.0,97.0,69.0,False
74,40.0,41.0,53.0,43.0,33.0,79.0,61.0,78.0,29.0,94.0,65.0,45.0,56.0,63.0,22.0,93.0,78.0,78.0,98.0,68.0,70.0,66.0,86.0,85.0,99.0,60.0,False
75,32.0,51.0,25.0,54.0,30.0,69.0,44.0,90.0,20.0,73.0,31.0,28.0,15.0,76.0,66.0,73.0,100.0,35.0,69.0,43.0,45.0,60.0,76.0,53.0,79.0,46.0,False
76,13.0,24.0,10.0,87.0,15.0,78.0,57.0,63.0,32.0,109.0,32.0,10.0,26.0,1.0,90.0,42.0,73.0,23.0,76.0,85.0,13.0,98.0,103.0,96.0,86.0,51.0,False
77,42.0,17.0,0.0,40.0,5.0,82.0,54.0,70.0,81.0,83.0,49.0,13.0,42.0,33.0,95.0,83.0,110.0,13.0,15.0,83.0,49.0,78.0,75.0,147.0,75.0,69.0,False
78,32.0,4.0,14.0,75.0,38.0,87.0,45.0,58.0,87.0,90.0,50.0,0.0,20.0,57.0,82.0,47.0,91.0,58.0,36.0,16.0,66.0,43.0,14.0,56.0,85.0,90.0,False
79,31.0,59.0,19.0,60.0,23.0,58.0,50.0,28.0,98.0,93.0,45.0,0.0,65.0,68.0,49.0,18.0,89.0,15.0,65.0,0.0,44.0,37.0,66.0,90.0,76.0,73.0,False
80,23.0,42.0,6.0,28.0,2.0,77.0,66.0,80.0,68.0,85.0,52.0,35.0,17.0,59.0,86.0,89.0,83.0,52.0,104.0,28.0,9.0,16.0,83.0,105.0,44.0,41.0,False
81,32.0,86.0,4.0,15.0,17.0,50.0,31.0,74.0,103.0,11.0,30.0,66.0,39.0,54.0,57.0,54.0,101.0,8.0,23.0,95.0,52.0,64.0,7.0,71.0,8.0,12.0,False
82,25.0,61.0,0.0,23.0,45.0,47.0,46.0,67.0,65.0,82.0,41.0,35.0,40.0,31.0,107.0,24.0,89.0,26.0,72.0,68.0,17.0,63.0,13.0,46.0,0.0,44.0,False
83,14.0,25.0,0.0,55.0,45.0,35.0,28.0,35.0,76.0,61.0,43.0,32.0,57.0,6.0,44.0,86.0,69.0,17.0,81.0,97.0,6.0,55.0,61.0,62.0,5.0,0.0,False
84,41.0,63.0,0.0,59.0,60.0,60.0,37.0,108.0,64.0,54.0,62.0,52.0,57.0,9.0,35.0,62.0,107.0,3.0,73.0,113.0,0.0,67.0,42.0,5.0,80.0,3.0,False
85,41.0,58.0,0.0,37.0,87.0,52.0,31.0,55.0,88.0,56.0,87.0,27.0,33.0,63.0,7.0,11.0,100.0,14.0,0.0,79.0,53.0,16.0,65.0,80.0,92.0,32.0,False
86,33.0,23.0,0.0,36.0,65.0,67.0,33.0,22.0,77.0,91.0,54.0,47.0,49.0,75.0,93.0,1.0,86.0,55.0,0.0,90.0,65.0,57.0,84.0,57.0,84.0,99.0,False
87,49.0,72.0,0.0,49.0,80.0,90.0,48.0,4.0,69.0,71.0,32.0,13.0,29.0,68.0,80.0,28.0,113.0,85.0,0.0,76.0,65.0,39.0,28.0,34.0,40.0,69.0,False
88,43.0,86.0,0.0,2.0,16.0,18.0,59.0,62.0,79.0,89.0,65.0,46.0,33.0,33.0,59.0,45.0,75.0,91.0,4.0,74.0,51.0,51.0,81.0,0.0,87.0,71.0,False
89,26.0,48.0,0.0,13.0,34.0,46.0,49.0,72.0,45.0,77.0,86.0,17.0,18.0,4.0,77.0,67.0,54.0,59.0,77.0,88.0,37.0,70.0,36.0,0.0,0.0,90.0,False
90,0.0,71.0,0.0,64.0,69.0,90.0,51.0,74.0,83.0,72.0,14.0,19.0,38.0,54.0,78.0,77.0,107.0,48.0,81.0,90.0,8.0,43.0,77.0,18.0,0.0,75.0,False
91,15.0,32.0,0.0,55.0,89.0,28.0,70.0,81.0,21.0,96.0,39.0,13.0,26.0,70.0,75.0,45.0,104.0,76.0,65.0,112.0,52.0,89.0,78.0,59.0,0.0,68.0,False
92,38.0,81.0,0.0,51.0,48.0,22.0,43.0,58.0,72.0,81.0,17.0,40.0,26.0,102.0,60.0,34.0,88.0,36.0,81.0,77.0,39.0,59.0,64.0,71.0,0.0,45.0,False
93,27.0,53.0,0.0,49.0,70.0,70.0,35.0,41.0,84.0,40.0,71.0,53.0,36.0,16.0,101.0,17.0,89.0,42.0,39.0,76.0,4.0,66.0,35.0,78.0,54.0,71.0,False
94,67.0,78.0,6.0,42.0,96.0,81.0,55.0,75.0,84.0,48.0,60.0,40.0,54.0,65.0,90.0,26.0,114.0,31.0,43.0,56.0,55.0,75.0,49.0,36.0,74.0,34.0,False
95,54.0,24.0,9.0,48.0,91.0,85.0,50.0,68.0,63.0,10.0,80.0,63.0,35.0,58.0,93.0,40.0,77.0,63.0,46.0,93.0,51.0,66.0,75.0,38.0,72.0,65.0,False
96,46.0,65.0,2.0,72.0,31.0,72.0,41.0,94.0,67.0,59.0,58.0,32.0,0.0,34.0,108.0,81.0,63.0,52.0,94.0,64.0,31.0,41.0,61.0,73.0,75.0,71.0,False
97,13.0,80.0,0.0,65.0,86.0,80.0,58.0,84.0,88.0,13.0,76.0,20.0,1.0,58.0,62.0,36.0,44.0,60.0,79.0,63.0,1.0,53.0,67.0,78.0,85.0,97.0,False
98,19.0,58.0,0.0,30.0,78.0,77.0,49.0,62.0,74.0,26.0,56.0,42.0,19.0,64.0,41.0,54.0,0.0,97.0,27.0,64.0,10.0,58.0,41.0,53.0,63.0,79.0,False
99,21.0,72.0,0.0,38.0,85.0,51.0,46.0,52.0,116.0,88.0,50.0,43.0,38.0,54.0,43.0,36.0,66.0,52.0,56.0,67.0,6.0,56.0,68.0,41.0,78.0,21.0,False
100,14.0,71.0,0.0,71.0,67.0,23.0,37.0,68.0,52.0,105.0,58.0,47.0,20.0,33.0,81.0,1.0,35.0,77.0,76.0,88.0,32.0,56.0,22.0,46.0,108.0,53.0,False
101,30.0,73.0,0.0,79.0,80.0,33.0,39.0,63.0,55.0,84.0,64.0,68.0,43.0,33.0,65.0,18.0,13.0,72.0,38.0,76.0,69.0,52.0,95.0,72.0,96.0,81.0,False
102,45.0,46.0,1.0,42.0,61.0,67.0,17.0,75.0,20.0,86.0,86.0,43.0,52.0,13.0,48.0,67.0,72.0,64.0,70.0,54.0,60.0,0.0,72.0,37.0,54.0,30.0,False
103,7.0,40.0,7.0,40.0,33.0,54.0,59.0,69.0,49.0,82.0,72.0,22.0,54.0,61.0,55.0,72.0,83.0,88.0,59.0,95.0,46.0,0.0,24.0,13.0,65.0,75.0,False
104,12.0,3.0,3.0,43.0,78.0,52.0,39.0,48.0,92.0,39.0,39.0,47.0,35.0,52.0,67.0,60.0,89.0,48.0,42.0,43.0,82.0,3.0,13.0,39.0,89.0,35.0,False
105,41.0,3.0,0.0,45.0,98.0,32.0,53.0,56.0,98.0,87.0,34.0,66.0,12.0,63.0,56.0,58.0,114.0,22.0,27.0,0.0,56.0,0.0,70.0,0.0,90.0,45.0,False
106,63.0,56.0,0.0,57.0,62.0,63.0,66.0,58.0,98.0,83.0,18.0,70.0,3.0,63.0,39.0,29.0,94.0,63.0,67.0,19.0,65.0,3.0,77.0,89.0,91.0,61.0,False
107,8.0,71.0,0.0,52.0,32.0,19.0,41.0,72.0,46.0,107.0,2.0,46.0,2.0,39.0,66.0,10.0,102.0,72.0,105.0,42.0,99.0,36.0,40.0,110.0,67.0,69.0,False
108,73.0,72.0,0.0,14.0,15.0,84.0,17.0,63.0,89.0,77.0,40.0,29.0,33.0,71.0,68.0,39.0,107.0,20.0,94.0,49.0,31.0,61.0,64.0,55.0,87.0,79.0,False
109,33.0,27.0,0.0,48.0,42.0,96.0,13.0,36.0,74.0,59.0,90.0,30.0,41.0,62.0,80.0,82.0,100.0,27.0,36.0,84.0,4.0,8.0,67.0,51.0,35.0,46.0,False
110,10.0,40.0,0.0,28.0,108.0,68.0,29.0,78.0,50.0,19.0,11.0,39.0,3.0,66.0,79.0,27.0,102.0,0.0,86.0,83.0,68.0,50.0,21.0,53.0,31.0,40.0,False
111,28.0,55.0,18.0,66.0,88.0,54.0,24.0,73.0,45.0,61.0,31.0,51.0,1.0,39.0,61.0,67.0,53.0,68.0,74.0,111.0,72.0,36.0,28.0,7.0,38.0,68.0,False
112,33.0,28.0,0.0,25.0,53.0,28.0,40.0,71.0,77.0,76.0,33.0,1.0,52.0,53.0,52.0,56.0,106.0,61.0,29.0,92.0,74.0,43.0,29.0,82.0,16.0,70.0,False
113,24.0,80.0,0.0,45.0,41.0,63.0,33.0,90.0,95.0,2.0,56.0,10.0,7.0,8.0,79.0,74.0,43.0,34.0,47.0,83.0,89.0,42.0,59.0,46.0,34.0,93.0,False
114,61.0,67.0,0.0,51.0,106.0,25.0,32.0,70.0,78.0,0.0,56.0,27.0,10.0,70.0,85.0,36.0,67.0,117.0,89.0,66.0,60.0,66.0,58.0,86.0,54.0,77.0,False
115,22.0,20.0,0.0,50.0,8.0,48.0,22.0,72.0,39.0,13.0,19.0,0.0,34.0,82.0,54.0,23.0,68.0,68.0,64.0,53.0,39.0,69.0,59.0,35.0,88.0,66.0,False
116,9.0,12.0,6.0,69.0,23.0,55.0,59.0,76.0,113.0,58.0,70.0,54.0,33.0,60.0,77.0,35.0,82.0,34.0,41.0,89.0,61.0,60.0,55.0,0.0,106.0,42.0,False
117,6.0,19.0,21.0,51.0,94.0,61.0,41.0,75.0,94.0,22.0,28.0,36.0,57.0,25.0,85.0,58.0,104.0,19.0,84.0,75.0,36.0,40.0,53.0,0.0,95.0,86.0,False
118,21.0,88.0,11.0,48.0,65.0,76.0,36.0,64.0,94.0,55.0,57.0,73.0,18.0,0.0,48.0,71.0,75.0,51.0,84.0,90.0,49.0,67.0,73.0,0.0,110.0,53.0,False
119,1.0,36.0,21.0,42.0,95.0,69.0,30.0,45.0,71.0,94.0,73.0,56.0,49.0,0.0,31.0,72.0,0.0,68.0,81.0,79.0,58.0,62.0,48.0,23.0,91.0,0.0,False
120,27.0,56.0,2.0,45.0,78.0,23.0,30.0,68.0,65.0,62.0,62.0,44.0,24.0,7.0,57.0,41.0,56.0,51.0,55.0,43.0,38.0,62.0,41.0,64.0,87.0,0.0,False
121,0.0,78.0,0.0,61.0,62.0,3.0,27.0,81.0,66.0,63.0,54.0,0.0,10.0,34.0,89.0,41.0,111.0,66.0,24.0,44.0,11.0,66.0,41.0,110.0,63.0,31.0,False
122,22.0,78.0,11.0,56.0,110.0,39.0,23.0,30.0,73.0,99.0,13.0,26.0,13.0,41.0,58.0,94.0,47.0,76.0,9.0,87.0,54.0,33.0,9.0,59.0,90.0,66.0,False
123,39.0,26.0,37.0,27.0,82.0,76.0,20.0,47.0,58.0,73.0,53.0,0.0,51.0,58.0,86.0,67.0,94.0,1.0,1.0,70.0,64.0,53.0,60.0,62.0,62.0,75.0,False
124,38.0,62.0,0.0,44.0,68.0,53.0,23.0,90.0,77.0,81.0,18.0,0.0,40.0,80.0,70.0,49.0,83.0,2.0,50.0,99.0,49.0,44.0,104.0,30.0,54.0,73.0,False
125,21.0,16.0,23.0,58.0,64.0,17.0,49.0,69.0,90.0,87.0,26.0,0.0,33.0,55.0,12.0,42.0,35.0,12.0,92.0,76.0,75.0,2.0,40.0,69.0,33.0,59.0,False
126,10.0,32.0,56.0,17.0,62.0,72.0,27.0,10.0,27.0,98.0,47.0,0.0,25.0,91.0,33.0,57.0,63.0,25.0,92.0,79.0,76.0,1.0,46.0,94.0,64.0,52.0,False
127,42.0,48.0,54.0,38.0,34.0,85.0,50.0,20.0,12.0,91.0,82.0,8.0,53.0,61.0,48.0,65.0,72.0,33.0,97.0,84.0,43.0,58.0,103.0,54.0,121.0,83.0,False
128,47.0,67.0,49.0,53.0,93.0,89.0,31.0,8.0,29.0,58.0,51.0,28.0,33.0,76.0,17.0,0.0,69.0,61.0,80.0,77.0,70.0,74.0,64.0,45.0,85.0,78.0,False
